2024-03-12 12:57:43,434 INFO  Logger.cs: 70 - 
2024-03-12 13:03:43,146 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-03-12 13:03:43,721 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-03-12 13:03:58,176 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-03-12 13:03:58,333 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-03-12 13:04:20,407 INFO  SwAddin.cs: 294 - Assembly export called for file jetbot_v1_cond
2024-03-12 13:04:20,416 INFO  SwAddin.cs: 299 - Save is required
2024-03-12 13:04:20,416 INFO  SwAddin.cs: 313 - Saving assembly
2024-03-12 13:04:25,367 INFO  SwAddin.cs: 316 - Opening property manager
2024-03-12 13:04:25,367 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from jetbot_v1_cond
2024-03-12 13:04:25,367 INFO  ExportHelperExtension.cs: 1136 - Found 66 in jetbot_v1_cond
2024-03-12 13:04:25,367 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in jetbot_v1_cond
2024-03-12 13:04:25,371 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-03-12 13:04:25,371 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-03-12 13:04:25,373 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from D435_Solid-1
2024-03-12 13:04:25,373 INFO  ExportHelperExtension.cs: 1136 - Found 27 in D435_Solid-1
2024-03-12 13:04:25,373 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in D435_Solid-1
2024-03-12 13:04:25,375 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RP-lidar-A1-1
2024-03-12 13:04:25,376 INFO  ExportHelperExtension.cs: 1136 - Found 23 in RP-lidar-A1-1
2024-03-12 13:04:25,376 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RP-lidar-A1-1
2024-03-12 13:04:25,378 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from jetbot_v1_cond
2024-03-12 13:04:25,378 INFO  ExportHelperExtension.cs: 1136 - Found 66 in jetbot_v1_cond
2024-03-12 13:04:25,378 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in jetbot_v1_cond
2024-03-12 13:04:25,378 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-03-12 13:04:25,378 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-03-12 13:04:25,382 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from D435_Solid-1
2024-03-12 13:04:25,383 INFO  ExportHelperExtension.cs: 1136 - Found 27 in D435_Solid-1
2024-03-12 13:04:25,384 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in D435_Solid-1
2024-03-12 13:04:25,385 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RP-lidar-A1-1
2024-03-12 13:04:25,386 INFO  ExportHelperExtension.cs: 1136 - Found 23 in RP-lidar-A1-1
2024-03-12 13:04:25,387 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in RP-lidar-A1-1
2024-03-12 13:04:25,520 INFO  SwAddin.cs: 339 - Loading config tree
2024-03-12 13:04:25,520 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-03-12 13:04:25,535 INFO  SwAddin.cs: 344 - Showing property manager
2024-03-12 13:04:34,154 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-03-12 13:04:34,326 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-03-12 13:05:23,860 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-03-12 13:05:50,334 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-03-12 13:05:58,760 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-03-12 13:05:58,869 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-03-12 13:06:21,349 INFO  ExportHelperExtension.cs: 347 - Creating joint camera_link
2024-03-12 13:06:21,358 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2024-03-12 13:06:21,358 INFO  ExportHelperExtension.cs: 1402 - Fixing 657
2024-03-12 13:06:21,701 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2024-03-12 13:06:21,701 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2024-03-12 13:06:21,701 INFO  ExportHelperExtension.cs: 849 - L1: 0
2024-03-12 13:06:21,701 INFO  ExportHelperExtension.cs: 857 - L2: 0
2024-03-12 13:06:21,792 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 657
2024-03-12 13:06:23,596 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child camera_link failed
2024-03-12 13:06:23,934 INFO  ExportHelperExtension.cs: 347 - Creating joint laser_link
2024-03-12 13:06:23,934 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2024-03-12 13:06:23,934 INFO  ExportHelperExtension.cs: 1402 - Fixing 657
2024-03-12 13:06:24,256 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2024-03-12 13:06:24,256 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2024-03-12 13:06:24,256 INFO  ExportHelperExtension.cs: 849 - L1: 0
2024-03-12 13:06:24,256 INFO  ExportHelperExtension.cs: 857 - L2: 0
2024-03-12 13:06:24,256 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 657
2024-03-12 13:06:25,952 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child laser_link failed
2024-03-12 13:06:29,907 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from jetbot_v1_cond
2024-03-12 13:06:29,907 INFO  ExportHelperExtension.cs: 1136 - Found 71 in jetbot_v1_cond
2024-03-12 13:06:29,907 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in jetbot_v1_cond
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from D435_Solid-1
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1136 - Found 27 in D435_Solid-1
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in D435_Solid-1
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1^jetbot_v1_cond-1
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1136 - Found 177 in Assem1^jetbot_v1_cond-1
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1^jetbot_v1_cond-1
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RP-lidar-A1-1
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1136 - Found 23 in RP-lidar-A1-1
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RP-lidar-A1-1
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from jetbot_v1_cond
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1136 - Found 71 in jetbot_v1_cond
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in jetbot_v1_cond
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-03-12 13:06:29,923 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from D435_Solid-1
2024-03-12 13:06:29,939 INFO  ExportHelperExtension.cs: 1136 - Found 27 in D435_Solid-1
2024-03-12 13:06:29,939 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in D435_Solid-1
2024-03-12 13:06:29,939 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1^jetbot_v1_cond-1
2024-03-12 13:06:29,970 INFO  ExportHelperExtension.cs: 1136 - Found 177 in Assem1^jetbot_v1_cond-1
2024-03-12 13:06:29,970 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1^jetbot_v1_cond-1
2024-03-12 13:06:29,970 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RP-lidar-A1-1
2024-03-12 13:06:29,970 INFO  ExportHelperExtension.cs: 1136 - Found 23 in RP-lidar-A1-1
2024-03-12 13:06:29,970 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in RP-lidar-A1-1
2024-03-12 13:07:17,608 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2024-03-12 13:07:17,630 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
